Product,Quantity,UnitPrice,PaymentMethod,OrderStatus,ItemsInCart,CouponCode,ReferralSource,TotalPrice,Year,Month,DayOfWeek,IsWeekend,FraudScore_Proxy,FraudFlag
Laptop,5,208.17,Credit Card,Returned,6,SAVE10,Facebook,1040.85,2023,2,3,0,2,0
Phone,1,338.31,Online,Delivered,3,,Google,338.31,2025,6,1,0,2,0
Monitor,3,139.45,Gift Card,Returned,8,WINTER15,Google,418.35,2025,4,0,0,2,0
Chair,4,655.18,Online,Shipped,5,,Facebook,2620.72,2023,11,4,0,4,1
Laptop,4,512.75,Debit Card,Returned,8,WINTER15,Google,2051.0,2023,3,6,1,1,0
Chair,4,160.49,Credit Card,Shipped,8,WINTER15,Referral,641.96,2023,7,2,0,0,0
Chair,3,99.9,Cash,Delivered,8,FREESHIP,Facebook,299.7,2023,5,4,0,0,0
Phone,2,345.01,Credit Card,Delivered,6,FREESHIP,Google,690.02,2024,5,6,1,0,0
Monitor,1,65.95,Credit Card,Delivered,5,,Facebook,65.95,2025,1,2,0,1,0
Tablet,4,463.04,Gift Card,Returned,9,,Instagram,1852.16,2023,2,3,0,4,1
Phone,2,297.71,Online,Shipped,7,SAVE10,Referral,595.42,2025,4,1,0,1,0
Printer,5,107.48,Debit Card,Cancelled,9,FREESHIP,Email,537.4,2023,1,2,0,3,0
Desk,5,638.8,Debit Card,Cancelled,10,WINTER15,Referral,3194.0,2024,6,2,0,5,1
Desk,2,493.88,Credit Card,Returned,7,SAVE10,Instagram,987.76,2023,2,2,0,1,0
Printer,4,301.17,Online,Cancelled,6,,Email,1204.68,2023,12,1,0,3,0
Monitor,1,278.66,Gift Card,Cancelled,2,FREESHIP,Instagram,278.66,2024,1,5,1,2,0
Phone,1,287.46,Debit Card,Returned,3,FREESHIP,Facebook,287.46,2024,9,0,0,1,0
Chair,1,583.99,Cash,Cancelled,2,SAVE10,Email,583.99,2023,5,3,0,1,0
Chair,3,468.74,Cash,Pending,4,FREESHIP,Instagram,1406.22,2023,5,1,0,0,0
Tablet,1,30.54,Debit Card,Returned,1,,Google,30.54,2024,12,5,1,2,0
Monitor,5,408.73,Gift Card,Delivered,10,FREESHIP,Instagram,2043.65,2024,10,4,0,3,0
Laptop,4,126.89,Cash,Pending,9,FREESHIP,Instagram,507.56,2023,11,5,1,1,0
Printer,2,57.07,Debit Card,Returned,3,SAVE10,Instagram,114.14,2024,6,4,0,1,0
Laptop,3,557.41,Online,Delivered,4,,Email,1672.23,2023,7,5,1,2,0
Printer,3,448.9,Debit Card,Returned,7,SAVE10,Instagram,1346.7,2023,12,0,0,1,0
Chair,4,549.76,Debit Card,Delivered,4,FREESHIP,Facebook,2199.04,2023,10,1,0,0,0
Printer,3,132.48,Online,Shipped,4,,Referral,397.4399999999999,2024,2,5,1,2,0
Desk,5,489.37,Online,Returned,8,,Instagram,2446.85,2025,5,5,1,6,1
Printer,5,66.31,Gift Card,Pending,7,FREESHIP,Referral,331.55,2025,5,5,1,2,0
Chair,2,434.3,Cash,Delivered,7,SAVE10,Instagram,868.6,2023,7,6,1,0,0
Desk,4,153.09,Online,Delivered,4,FREESHIP,Referral,612.36,2023,10,2,0,1,0
Tablet,5,91.67,Online,Cancelled,9,FREESHIP,Email,458.35,2025,5,0,0,4,1
Desk,4,275.28,Gift Card,Shipped,9,WINTER15,Facebook,1101.12,2023,10,0,0,2,0
Monitor,2,139.95,Online,Returned,5,,Instagram,279.9,2023,4,0,0,3,0
Chair,3,148.72,Debit Card,Cancelled,7,SAVE10,Google,446.16,2024,7,5,1,1,0
Laptop,2,563.06,Cash,Returned,6,,Instagram,1126.12,2023,12,5,1,2,0
Printer,1,625.51,Credit Card,Shipped,1,FREESHIP,Facebook,625.51,2024,12,3,0,0,0
Phone,4,152.29,Debit Card,Cancelled,6,WINTER15,Google,609.16,2023,8,2,0,1,0
Phone,5,231.82,Debit Card,Delivered,6,SAVE10,Facebook,1159.1,2024,6,4,0,1,0
Laptop,1,150.17,Debit Card,Returned,1,SAVE10,Referral,150.17,2025,1,6,1,1,0
Tablet,3,70.93,Debit Card,Returned,5,,Referral,212.79,2024,6,3,0,2,0
Desk,3,361.39,Credit Card,Shipped,8,,Referral,1084.17,2023,6,3,0,1,0
Laptop,5,670.48,Gift Card,Returned,5,SAVE10,Facebook,3352.4,2024,7,0,0,5,1
Phone,1,359.99,Gift Card,Cancelled,5,SAVE10,Email,359.99,2023,7,1,0,2,0
Tablet,5,674.04,Online,Cancelled,7,SAVE10,Google,3370.2,2023,2,1,0,5,1
Chair,4,283.16,Credit Card,Shipped,6,,Google,1132.64,2024,12,2,0,1,0
Desk,5,260.53,Gift Card,Pending,5,SAVE10,Instagram,1302.65,2024,6,6,1,2,0
Printer,3,422.13,Online,Delivered,7,SAVE10,Facebook,1266.39,2023,4,5,1,1,0
Desk,5,125.02,Debit Card,Pending,9,SAVE10,Google,625.1,2024,7,2,0,2,0
Phone,1,198.51,Credit Card,Returned,5,WINTER15,Instagram,198.51,2024,4,1,0,1,0
Chair,4,224.75,Online,Delivered,7,WINTER15,Facebook,899.0,2024,3,1,0,1,0
Tablet,3,205.86,Gift Card,Shipped,4,,Email,617.58,2025,3,0,0,2,0
Laptop,1,18.2,Debit Card,Pending,4,SAVE10,Instagram,18.2,2023,12,4,0,0,0
Tablet,3,502.77,Debit Card,Returned,8,WINTER15,Email,1508.31,2023,5,0,0,1,0
Phone,5,305.49,Debit Card,Shipped,10,,Referral,1527.45,2023,11,2,0,3,0
Printer,2,236.33,Online,Pending,3,SAVE10,Instagram,472.66,2024,4,2,0,1,0
Laptop,5,521.25,Cash,Cancelled,8,,Email,2606.25,2023,4,6,1,5,1
Tablet,1,167.15,Gift Card,Shipped,5,WINTER15,Email,167.15,2024,9,0,0,1,0
Monitor,5,466.42,Gift Card,Returned,5,,Referral,2332.1,2025,6,1,0,6,1
Printer,1,527.57,Debit Card,Pending,3,FREESHIP,Facebook,527.57,2023,2,6,1,0,0
Tablet,3,623.34,Online,Cancelled,3,SAVE10,Instagram,1870.02,2025,3,3,0,2,0
Tablet,5,501.26,Gift Card,Shipped,10,FREESHIP,Referral,2506.3,2023,12,3,0,5,1
Tablet,1,655.09,Cash,Pending,6,,Referral,655.09,2024,12,4,0,1,0
Printer,4,264.79,Credit Card,Pending,5,SAVE10,Google,1059.16,2024,2,5,1,0,0
Laptop,3,359.73,Debit Card,Returned,7,FREESHIP,Email,1079.19,2024,3,2,0,1,0
Chair,1,465.33,Gift Card,Delivered,2,FREESHIP,Google,465.33,2023,11,3,0,1,0
Chair,2,54.41,Online,Shipped,6,,Instagram,108.82,2023,6,5,1,2,0
Laptop,1,64.66,Debit Card,Delivered,4,,Instagram,64.66,2025,2,5,1,1,0
Chair,5,173.96,Debit Card,Pending,8,WINTER15,Instagram,869.8000000000001,2023,8,3,0,1,0
Tablet,1,630.82,Online,Delivered,5,FREESHIP,Google,630.82,2025,3,4,0,1,0
Phone,1,693.41,Debit Card,Shipped,4,,Instagram,693.41,2023,7,1,0,1,0
Tablet,3,433.33,Credit Card,Cancelled,4,FREESHIP,Referral,1299.99,2025,6,1,0,1,0
Printer,5,374.58,Gift Card,Cancelled,10,FREESHIP,Instagram,1872.9,2023,5,5,1,4,1
Laptop,5,408.56,Debit Card,Delivered,8,FREESHIP,Instagram,2042.8,2023,7,5,1,1,0
Tablet,2,183.67,Online,Cancelled,3,SAVE10,Google,367.34,2024,4,6,1,2,0
Desk,4,606.57,Debit Card,Delivered,5,WINTER15,Referral,2426.28,2023,6,4,0,2,0
Phone,4,589.57,Cash,Pending,8,,Instagram,2358.28,2024,6,3,0,3,0
Printer,5,659.85,Credit Card,Delivered,9,SAVE10,Facebook,3299.25,2024,6,5,1,4,1
Monitor,4,206.84,Cash,Cancelled,5,WINTER15,Instagram,827.36,2023,6,1,0,1,0
Laptop,5,113.87,Credit Card,Pending,6,SAVE10,Email,569.35,2024,5,4,0,1,0
Phone,5,628.74,Cash,Cancelled,9,FREESHIP,Facebook,3143.7,2023,11,4,0,5,1
Phone,1,678.38,Credit Card,Cancelled,4,SAVE10,Referral,678.38,2025,2,4,0,1,0
Printer,3,602.24,Debit Card,Pending,8,,Referral,1806.72,2023,2,4,0,1,0
Laptop,5,658.77,Gift Card,Pending,10,FREESHIP,Instagram,3293.85,2024,4,3,0,5,1
Monitor,3,271.02,Credit Card,Cancelled,6,,Google,813.06,2023,5,0,0,2,0
Monitor,5,375.25,Gift Card,Pending,9,SAVE10,Email,1876.25,2024,12,6,1,3,0
Phone,1,312.11,Online,Cancelled,4,WINTER15,Facebook,312.11,2025,5,5,1,2,0
Phone,5,307.76,Gift Card,Pending,9,FREESHIP,Google,1538.8,2023,1,3,0,3,0
Chair,3,483.53,Cash,Returned,4,,Referral,1450.59,2025,2,4,0,2,0
Laptop,3,341.15,Cash,Pending,4,FREESHIP,Instagram,1023.45,2023,1,0,0,0,0
Monitor,1,571.9,Gift Card,Pending,1,WINTER15,Instagram,571.9,2024,9,0,0,1,0
Monitor,4,95.03,Online,Shipped,8,FREESHIP,Facebook,380.12,2025,1,3,0,1,0
Monitor,5,201.22,Debit Card,Pending,6,FREESHIP,Facebook,1006.1,2023,8,3,0,1,0
Monitor,1,260.26,Online,Pending,5,WINTER15,Instagram,260.26,2024,7,0,0,1,0
Chair,5,64.5,Credit Card,Pending,8,WINTER15,Instagram,322.5,2024,2,3,0,1,0
Phone,3,297.67,Online,Shipped,6,,Google,893.01,2024,9,5,1,2,0
Printer,4,331.9,Cash,Pending,5,SAVE10,Instagram,1327.6,2024,4,5,1,0,0
Chair,1,191.76,Credit Card,Returned,1,FREESHIP,Instagram,191.76,2023,6,2,0,1,0
Printer,4,263.09,Debit Card,Shipped,8,SAVE10,Google,1052.36,2025,1,3,0,0,0
Chair,4,393.8,Credit Card,Pending,7,SAVE10,Email,1575.2,2023,1,4,0,0,0
Chair,3,553.57,Credit Card,Returned,4,FREESHIP,Facebook,1660.71,2024,11,6,1,1,0
Chair,5,191.63,Gift Card,Delivered,6,FREESHIP,Facebook,958.15,2023,10,1,0,2,0
Tablet,1,93.02,Online,Returned,4,,Email,93.02,2023,4,4,0,3,0
Printer,2,39.53,Credit Card,Shipped,3,WINTER15,Google,79.06,2024,6,3,0,0,0
Printer,3,633.97,Cash,Pending,7,WINTER15,Facebook,1901.91,2023,12,3,0,0,0
Desk,4,697.5,Cash,Shipped,7,FREESHIP,Referral,2790.0,2023,12,6,1,2,0
Printer,5,508.69,Cash,Delivered,10,FREESHIP,Google,2543.45,2023,7,4,0,4,1
Laptop,2,527.46,Debit Card,Cancelled,3,FREESHIP,Referral,1054.92,2025,1,3,0,1,0
Phone,1,627.2,Online,Delivered,1,WINTER15,Email,627.2,2024,2,2,0,1,0
Printer,1,75.01,Credit Card,Returned,3,,Google,75.01,2024,7,6,1,2,0
Desk,5,529.55,Gift Card,Shipped,10,,Facebook,2647.75,2023,7,2,0,6,1
Phone,3,127.41,Gift Card,Delivered,7,SAVE10,Referral,382.23,2025,4,4,0,1,0
Tablet,5,287.13,Online,Shipped,10,SAVE10,Email,1435.65,2023,12,4,0,3,0
Monitor,1,427.06,Online,Cancelled,1,WINTER15,Referral,427.06,2023,9,3,0,2,0
Phone,5,53.93,Gift Card,Shipped,7,SAVE10,Instagram,269.65,2024,9,2,0,2,0
Tablet,5,423.93,Debit Card,Returned,5,FREESHIP,Facebook,2119.65,2024,1,6,1,2,0
Desk,4,160.22,Debit Card,Returned,9,WINTER15,Instagram,640.88,2024,9,5,1,2,0
Printer,1,538.68,Debit Card,Returned,6,,Referral,538.68,2025,4,2,0,2,0
Printer,5,337.38,Gift Card,Shipped,5,,Referral,1686.9,2023,4,6,1,3,0
Tablet,1,620.21,Online,Returned,1,FREESHIP,Referral,620.21,2024,11,6,1,2,0
Monitor,2,99.1,Cash,Delivered,6,,Instagram,198.2,2023,3,3,0,1,0
Monitor,4,451.97,Online,Cancelled,7,WINTER15,Email,1807.88,2025,1,6,1,2,0
Tablet,4,66.1,Cash,Returned,9,WINTER15,Google,264.4,2023,12,6,1,2,0
Tablet,4,547.32,Cash,Returned,8,FREESHIP,Instagram,2189.28,2023,8,6,1,1,0
Printer,3,412.53,Online,Pending,6,WINTER15,Google,1237.59,2025,1,2,0,1,0
Desk,5,84.13,Online,Delivered,9,SAVE10,Google,420.65,2023,6,2,0,3,0
Tablet,2,518.23,Debit Card,Shipped,5,,Email,1036.46,2024,1,3,0,1,0
Desk,2,39.51,Online,Shipped,5,,Facebook,79.02,2024,6,2,0,2,0
Tablet,5,133.01,Credit Card,Returned,10,,Facebook,665.05,2025,4,4,0,4,1
Tablet,1,118.8,Online,Delivered,6,SAVE10,Email,118.8,2023,10,6,1,1,0
Desk,2,139.57,Cash,Delivered,4,WINTER15,Facebook,279.14,2025,5,6,1,0,0
Chair,1,184.15,Gift Card,Shipped,5,FREESHIP,Facebook,184.15,2025,4,6,1,1,0
Laptop,2,644.05,Gift Card,Cancelled,5,WINTER15,Referral,1288.1,2023,7,1,0,2,0
Laptop,5,55.41,Online,Cancelled,5,,Google,277.05,2023,10,1,0,4,1
Printer,1,310.93,Online,Cancelled,3,,Facebook,310.93,2023,1,2,0,3,0
Tablet,2,216.66,Debit Card,Pending,6,FREESHIP,Instagram,433.32,2024,4,2,0,0,0
Phone,1,452.7,Debit Card,Shipped,5,FREESHIP,Instagram,452.7,2024,11,4,0,0,0
Chair,2,288.21,Debit Card,Cancelled,5,,Email,576.42,2023,10,6,1,2,0
Phone,4,206.6,Gift Card,Returned,6,WINTER15,Referral,826.4,2023,6,0,0,2,0
Printer,4,685.2,Gift Card,Cancelled,6,WINTER15,Google,2740.8,2024,7,5,1,4,1
Chair,5,22.94,Cash,Pending,10,,Email,114.7,2023,4,2,0,3,0
Laptop,2,301.88,Gift Card,Returned,5,WINTER15,Email,603.76,2023,3,3,0,2,0
Monitor,5,57.45,Cash,Cancelled,10,,Facebook,287.25,2025,3,6,1,4,1
Desk,1,161.24,Credit Card,Pending,3,WINTER15,Instagram,161.24,2024,12,2,0,0,0
Chair,4,262.58,Online,Cancelled,8,WINTER15,Email,1050.32,2024,11,1,0,2,0
Printer,4,515.19,Credit Card,Pending,9,SAVE10,Facebook,2060.76,2024,12,3,0,1,0
Phone,1,450.07,Gift Card,Shipped,6,FREESHIP,Google,450.07,2023,6,2,0,1,0
Printer,1,52.54,Debit Card,Cancelled,6,WINTER15,Facebook,52.54,2024,10,6,1,1,0
Tablet,2,424.32,Credit Card,Returned,6,,Referral,848.64,2023,9,0,0,2,0
Monitor,3,631.64,Credit Card,Returned,3,FREESHIP,Facebook,1894.92,2023,8,5,1,1,0
Printer,5,327.68,Credit Card,Returned,6,,Facebook,1638.4,2023,10,6,1,3,0
Printer,1,414.47,Debit Card,Returned,3,FREESHIP,Instagram,414.47,2023,5,5,1,1,0
Laptop,4,221.33,Online,Pending,5,,Google,885.32,2023,2,5,1,2,0
Phone,1,512.39,Online,Delivered,2,FREESHIP,Instagram,512.39,2024,4,3,0,1,0
Tablet,3,459.34,Gift Card,Pending,3,SAVE10,Instagram,1378.02,2025,1,4,0,1,0
Tablet,1,146.32,Online,Shipped,4,WINTER15,Facebook,146.32,2024,9,6,1,1,0
Desk,4,83.6,Debit Card,Pending,4,SAVE10,Facebook,334.4,2024,11,1,0,0,0
Printer,2,328.54,Gift Card,Returned,6,FREESHIP,Email,657.08,2023,12,2,0,2,0
Chair,5,314.94,Cash,Pending,8,SAVE10,Instagram,1574.7,2024,5,0,0,1,0
Chair,2,69.64,Cash,Returned,6,,Facebook,139.28,2024,5,1,0,2,0
Printer,1,135.17,Online,Shipped,6,FREESHIP,Instagram,135.17,2024,6,5,1,1,0
Phone,1,487.21,Cash,Delivered,3,SAVE10,Referral,487.21,2024,3,5,1,0,0
Laptop,5,509.58,Online,Delivered,6,FREESHIP,Instagram,2547.9,2023,10,2,0,4,1
Printer,2,416.81,Cash,Returned,2,,Facebook,833.62,2024,4,6,1,2,0
Laptop,2,160.0,Cash,Pending,4,SAVE10,Instagram,320.0,2023,9,0,0,0,0
Tablet,3,253.05,Online,Pending,3,,Instagram,759.1500000000001,2024,8,0,0,2,0
Monitor,5,615.1,Gift Card,Returned,10,WINTER15,Instagram,3075.5,2024,1,0,0,6,1
Monitor,1,183.18,Debit Card,Cancelled,6,SAVE10,Email,183.18,2023,4,5,1,1,0
Printer,1,75.78,Cash,Pending,5,SAVE10,Google,75.78,2023,7,6,1,0,0
Tablet,1,675.57,Cash,Shipped,1,WINTER15,Facebook,675.57,2025,5,4,0,0,0
Laptop,1,109.29,Debit Card,Cancelled,5,FREESHIP,Google,109.29,2024,11,2,0,1,0
Phone,1,639.83,Debit Card,Pending,2,SAVE10,Referral,639.83,2024,3,1,0,0,0
Desk,5,62.81,Credit Card,Shipped,9,SAVE10,Facebook,314.05,2023,6,0,0,2,0
Desk,4,615.83,Online,Returned,4,WINTER15,Instagram,2463.32,2025,5,6,1,4,1
Monitor,4,510.58,Credit Card,Returned,7,WINTER15,Email,2042.32,2024,7,1,0,1,0
Desk,1,334.39,Credit Card,Returned,2,,Instagram,334.39,2024,7,2,0,2,0
Laptop,1,144.25,Cash,Returned,2,WINTER15,Referral,144.25,2024,10,6,1,1,0
Tablet,1,401.82,Credit Card,Shipped,5,FREESHIP,Google,401.82,2024,6,5,1,0,0
Phone,1,252.68,Online,Cancelled,1,,Referral,252.68,2025,3,0,0,3,0
Laptop,5,662.78,Debit Card,Shipped,9,SAVE10,Instagram,3313.9,2023,5,4,0,4,1
Tablet,4,434.42,Online,Cancelled,6,FREESHIP,Google,1737.68,2023,3,1,0,2,0
Printer,5,513.49,Gift Card,Cancelled,8,,Google,2567.45,2024,2,0,0,6,1
Phone,1,432.47,Cash,Delivered,4,FREESHIP,Referral,432.47,2023,7,1,0,0,0
Desk,1,45.94,Cash,Cancelled,2,WINTER15,Email,45.94,2024,8,4,0,1,0
Phone,1,418.36,Credit Card,Delivered,5,FREESHIP,Email,418.36,2025,6,5,1,0,0
Chair,5,676.98,Cash,Cancelled,5,,Facebook,3384.9,2023,11,6,1,5,1
Tablet,4,263.62,Cash,Shipped,5,SAVE10,Email,1054.48,2023,9,4,0,0,0
Desk,5,551.27,Online,Cancelled,7,FREESHIP,Referral,2756.35,2025,4,5,1,5,1
Chair,3,508.12,Credit Card,Cancelled,8,FREESHIP,Referral,1524.36,2023,1,4,0,1,0
Chair,2,14.93,Online,Shipped,4,,Facebook,29.86,2025,2,1,0,2,0
Printer,3,229.34,Credit Card,Shipped,6,SAVE10,Referral,688.02,2023,11,2,0,0,0
Tablet,2,438.62,Cash,Cancelled,3,SAVE10,Facebook,877.24,2025,4,5,1,1,0
Phone,2,513.59,Online,Returned,4,FREESHIP,Referral,1027.18,2024,1,0,0,2,0
Phone,2,253.74,Online,Shipped,5,SAVE10,Google,507.48,2025,3,2,0,1,0
Tablet,3,62.77,Gift Card,Shipped,6,FREESHIP,Referral,188.31,2024,11,4,0,1,0
Monitor,4,25.29,Credit Card,Pending,8,,Google,101.16,2023,2,5,1,1,0
Chair,1,335.1,Debit Card,Pending,6,FREESHIP,Referral,335.1,2023,6,4,0,0,0
Laptop,4,484.85,Debit Card,Delivered,5,WINTER15,Referral,1939.4,2023,4,6,1,0,0
Monitor,3,381.41,Online,Pending,6,,Instagram,1144.23,2025,3,6,1,2,0
Phone,5,347.92,Cash,Pending,6,WINTER15,Google,1739.6,2023,1,2,0,1,0
Chair,4,15.01,Cash,Cancelled,6,,Facebook,60.04,2024,5,2,0,2,0
Chair,3,404.79,Cash,Shipped,6,SAVE10,Instagram,1214.37,2023,8,1,0,0,0
Printer,4,611.26,Cash,Shipped,5,SAVE10,Referral,2445.04,2023,2,4,0,2,0
Printer,3,346.52,Credit Card,Pending,3,SAVE10,Google,1039.56,2023,3,3,0,0,0
Chair,1,36.65,Online,Cancelled,1,WINTER15,Email,36.65,2024,12,3,0,2,0
Tablet,3,149.34,Gift Card,Cancelled,7,WINTER15,Email,448.02,2023,9,1,0,2,0
Chair,5,467.81,Online,Cancelled,10,,Facebook,2339.05,2024,7,0,0,7,1
Phone,5,420.7,Cash,Pending,5,WINTER15,Facebook,2103.5,2023,1,3,0,1,0
Laptop,5,606.52,Debit Card,Shipped,6,SAVE10,Instagram,3032.6,2023,10,2,0,3,0
Phone,1,420.26,Credit Card,Pending,4,FREESHIP,Facebook,420.26,2025,1,1,0,0,0
Laptop,3,505.79,Debit Card,Pending,3,FREESHIP,Referral,1517.37,2023,7,2,0,0,0
Phone,4,493.73,Debit Card,Pending,6,SAVE10,Facebook,1974.92,2025,6,3,0,0,0
Printer,3,201.21,Online,Cancelled,3,SAVE10,Google,603.63,2025,3,4,0,2,0
Printer,3,112.29,Gift Card,Shipped,6,,Google,336.87,2024,10,3,0,2,0
Tablet,4,132.56,Cash,Returned,8,WINTER15,Instagram,530.24,2023,7,2,0,1,0
Printer,3,539.46,Credit Card,Shipped,4,SAVE10,Facebook,1618.38,2023,4,3,0,0,0
Laptop,5,508.59,Cash,Returned,8,WINTER15,Facebook,2542.95,2024,4,6,1,4,1
Desk,4,203.46,Credit Card,Pending,7,SAVE10,Referral,813.84,2024,2,6,1,0,0
Monitor,3,565.25,Debit Card,Returned,7,SAVE10,Email,1695.75,2023,5,5,1,1,0
Tablet,3,136.84,Online,Pending,4,FREESHIP,Facebook,410.52,2023,8,3,0,1,0
Monitor,2,464.5,Online,Cancelled,2,WINTER15,Instagram,929.0,2025,6,2,0,2,0
Printer,2,434.97,Online,Shipped,7,,Email,869.94,2023,6,6,1,2,0
Monitor,2,43.67,Cash,Returned,4,WINTER15,Instagram,87.34,2023,7,1,0,1,0
Phone,1,171.59,Credit Card,Pending,5,WINTER15,Email,171.59,2023,7,2,0,0,0
Phone,1,558.27,Online,Delivered,1,,Referral,558.27,2025,5,2,0,2,0
Laptop,2,425.03,Cash,Returned,2,WINTER15,Google,850.06,2023,2,2,0,1,0
Printer,1,376.76,Debit Card,Delivered,5,SAVE10,Email,376.76,2024,12,0,0,0,0
Monitor,5,575.24,Cash,Delivered,7,WINTER15,Email,2876.2,2024,3,4,0,3,0
Desk,3,568.02,Online,Pending,3,FREESHIP,Instagram,1704.06,2024,9,4,0,1,0
Tablet,3,94.88,Gift Card,Shipped,8,,Referral,284.64,2025,2,6,1,2,0
Printer,3,304.15,Gift Card,Shipped,3,WINTER15,Instagram,912.4499999999999,2023,4,6,1,1,0
Phone,3,553.52,Gift Card,Shipped,4,FREESHIP,Facebook,1660.56,2023,3,1,0,1,0
Monitor,3,166.99,Cash,Returned,8,,Facebook,500.97,2024,4,6,1,2,0
Tablet,4,198.35,Cash,Cancelled,7,FREESHIP,Google,793.4,2024,4,1,0,1,0
Printer,4,403.58,Online,Pending,9,SAVE10,Referral,1614.32,2025,6,4,0,2,0
Laptop,4,464.29,Debit Card,Returned,5,SAVE10,Email,1857.16,2025,5,5,1,1,0
Monitor,3,635.98,Cash,Returned,5,,Referral,1907.94,2023,3,4,0,2,0
Phone,1,528.06,Credit Card,Shipped,2,,Facebook,528.06,2024,2,6,1,1,0
Chair,1,515.32,Gift Card,Cancelled,1,FREESHIP,Email,515.32,2024,4,5,1,2,0
Desk,4,657.79,Credit Card,Returned,6,WINTER15,Google,2631.16,2025,2,1,0,3,0
Phone,1,153.0,Credit Card,Returned,4,,Referral,153.0,2023,10,2,0,2,0
Monitor,1,668.48,Debit Card,Shipped,1,SAVE10,Email,668.48,2023,12,6,1,0,0
Desk,2,46.5,Cash,Returned,7,WINTER15,Google,93.0,2024,2,3,0,1,0
Chair,5,653.47,Credit Card,Cancelled,10,SAVE10,Referral,3267.35,2024,8,0,0,5,1
Chair,1,628.89,Credit Card,Returned,2,SAVE10,Referral,628.89,2025,2,2,0,1,0
Tablet,2,675.1,Cash,Pending,4,FREESHIP,Google,1350.2,2024,4,6,1,0,0
Chair,4,89.41,Online,Pending,9,,Google,357.64,2024,7,3,0,3,0
Desk,5,320.01,Gift Card,Delivered,6,,Referral,1600.05,2024,7,1,0,3,0
Laptop,2,41.0,Online,Delivered,7,,Email,82.0,2025,5,5,1,2,0
Desk,1,565.85,Gift Card,Returned,1,FREESHIP,Facebook,565.85,2023,3,6,1,2,0
Chair,3,648.59,Debit Card,Cancelled,4,SAVE10,Email,1945.77,2024,6,3,0,1,0
Monitor,3,68.12,Online,Cancelled,3,FREESHIP,Email,204.36,2024,7,2,0,2,0
Chair,1,616.1,Cash,Returned,6,,Email,616.1,2024,6,6,1,2,0
Tablet,3,247.47,Online,Delivered,4,SAVE10,Facebook,742.41,2025,3,6,1,1,0
Phone,3,490.74,Cash,Shipped,3,WINTER15,Email,1472.22,2024,5,4,0,0,0
Desk,3,531.72,Gift Card,Delivered,7,SAVE10,Google,1595.16,2025,2,1,0,1,0
Laptop,5,648.65,Online,Pending,7,,Referral,3243.25,2024,1,0,0,5,1
Printer,5,456.06,Cash,Pending,10,,Instagram,2280.3,2023,8,0,0,3,0
Tablet,1,17.98,Cash,Cancelled,6,FREESHIP,Email,17.98,2023,11,1,0,1,0
Desk,5,269.86,Cash,Shipped,6,WINTER15,Facebook,1349.3,2024,3,5,1,1,0
Printer,5,31.96,Credit Card,Returned,5,FREESHIP,Referral,159.8,2024,3,6,1,2,0
Monitor,2,98.47,Cash,Returned,3,,Instagram,196.94,2023,12,1,0,2,0
Monitor,1,158.68,Credit Card,Returned,6,WINTER15,Instagram,158.68,2024,3,4,0,1,0
Phone,1,613.98,Online,Delivered,4,FREESHIP,Facebook,613.98,2023,8,6,1,1,0
Printer,3,426.12,Online,Delivered,5,WINTER15,Instagram,1278.36,2024,1,4,0,1,0
Monitor,4,629.88,Debit Card,Cancelled,8,WINTER15,Instagram,2519.52,2025,2,1,0,3,0
Laptop,4,228.91,Cash,Shipped,4,FREESHIP,Google,915.64,2023,10,6,1,0,0
Laptop,1,120.98,Debit Card,Delivered,6,WINTER15,Email,120.98,2023,5,3,0,0,0
Chair,4,425.18,Online,Returned,8,WINTER15,Facebook,1700.72,2023,9,5,1,2,0
Phone,2,333.83,Gift Card,Cancelled,4,FREESHIP,Referral,667.66,2023,8,2,0,2,0
Laptop,2,492.9,Cash,Returned,5,FREESHIP,Instagram,985.8,2025,5,4,0,1,0
Tablet,1,92.04,Cash,Shipped,2,,Facebook,92.04,2023,1,5,1,1,0
Laptop,1,654.27,Gift Card,Pending,2,SAVE10,Facebook,654.27,2023,1,5,1,1,0
Tablet,1,56.2,Debit Card,Pending,1,WINTER15,Facebook,56.2,2023,6,3,0,0,0
Phone,4,628.12,Online,Delivered,6,WINTER15,Instagram,2512.48,2024,7,1,0,3,0
Desk,3,157.4,Debit Card,Cancelled,7,WINTER15,Email,472.2,2024,4,0,0,1,0
Monitor,4,588.85,Gift Card,Pending,7,,Email,2355.4,2023,1,1,0,4,1
Printer,2,494.78,Online,Shipped,2,,Google,989.56,2023,1,1,0,2,0
Laptop,3,663.93,Gift Card,Returned,6,FREESHIP,Email,1991.79,2023,10,4,0,2,0
Laptop,1,132.68,Debit Card,Returned,1,SAVE10,Referral,132.68,2023,12,1,0,1,0
Desk,5,364.28,Credit Card,Cancelled,5,WINTER15,Google,1821.4,2025,4,1,0,2,0
Tablet,5,307.98,Online,Pending,10,,Facebook,1539.9,2023,5,6,1,4,1
Phone,4,162.71,Cash,Cancelled,7,FREESHIP,Email,650.84,2024,4,3,0,1,0
Chair,5,492.94,Cash,Shipped,10,FREESHIP,Email,2464.7,2024,9,0,0,4,1
Laptop,2,343.99,Online,Delivered,4,,Google,687.98,2023,3,4,0,2,0
Desk,5,250.68,Cash,Shipped,8,SAVE10,Instagram,1253.4,2025,3,5,1,1,0
